stem	llfpm10	suffix	suffix_initial	back	front	form_varies	log_odds_back
totem	0.8624780099324221	Poss.3Sg	C	1	48	TRUE	-3.871201010907891
bukfenc	1.0306613020268856	Supe	V	0	47	FALSE	NA
dublett	-0.5367855373622215	Pl	V	0	47	FALSE	NA
hosztesz	0.4593602709032462	Pl.Poss.1Pl	V	0	47	FALSE	NA
karcer	-0.6005464245423525	Ill	C	22	47	TRUE	-0.7591051483517427
konzerv	1.762724386751122	Abl	C	0	47	FALSE	NA
láger	1.242439945332364	All	C	2	47	TRUE	-3.1570004211501135
makett	1.6926464808727033	Transl	C	0	47	FALSE	NA
pollen	1.5346232211256754	Supe	V	0	47	FALSE	NA
poszter	1.7624880360068378	Ill	C	0	47	FALSE	NA
szonett	1.1139782696654663	Del	C	1	47	TRUE	-3.8501476017100584
ágens	1.3130456667326265	Pl.Poss.3Pl	V	0	47	FALSE	NA
azbeszt	1.051092149444873	Abl	C	0	46	FALSE	NA
drukker	1.599349006057054	Poss.1Pl	V	2	46	TRUE	-3.1354942159291497
fotel	1.918034842594317	Ade	C	1	46	TRUE	-3.828641396489095
muter	0.5004649093036383	Poss.2Sg	V	46	0	FALSE	NA
rocker	1.3774960070047173	Subl	C	0	46	FALSE	NA
roller	1.4284785179087636	Ade	C	1	46	TRUE	-3.828641396489095
sólet	0.5795661084462529	Subl	C	0	46	FALSE	NA
totem	0.8624780099324221	Subl	C	1	46	TRUE	-3.828641396489095
szonett	1.1139782696654663	All	C	0	45	FALSE	NA
szovjet	2.59966886920045	Ade	C	0	45	FALSE	NA
valcer	0.3548168454722682	Pl	V	0	45	FALSE	NA
barter	0.48713596362774514	Pl	V	0	44	FALSE	NA
bróker	1.509573270037965	Ela	C	0	44	FALSE	NA
docens	2.334254917204184	Subl	C	0	44	FALSE	NA
drukker	1.599349006057054	Subl	C	0	44	FALSE	NA
duett	1.4809516014593376	Ade	C	0	44	FALSE	NA
gólem	0.9666714958476778	Subl	C	0	44	FALSE	NA
korvett	0.3058136782559591	Supe	V	0	44	FALSE	NA
motel	1.2119005338291844	Poss.3Sg	C	6	44	TRUE	-1.9924301646902063
poszter	1.7624880360068378	Abl	C	0	44	FALSE	NA
roller	1.4284785179087636	Ill	C	2	44	TRUE	-3.0910424533583156
sparherd	-0.27211940645408866	Supe	V	0	44	FALSE	NA
szonett	1.1139782696654663	Ill	C	1	44	TRUE	-3.784189633918261
szovjet	2.59966886920045	Ill	C	0	44	FALSE	NA
burleszk	0.6649295867445704	Ins	C	0	43	FALSE	NA
kartell	1.1924313135247973	Abl	C	1	43	TRUE	-3.7612001156935624
koffer	0.9596105383709403	Poss.3Sg	V	0	43	FALSE	NA
konszern	1.5587549012315391	Ela	C	0	43	FALSE	NA
krapek	0.2858131136537797	Dat	C	43	12	TRUE	1.2762934659055623
láger	1.242439945332364	Abl	C	2	43	TRUE	-3.068052935133617
mágnes	1.8441518280462148	Poss.1Sg	V	0	43	FALSE	NA
poszter	1.7624880360068378	Ine	C	0	43	FALSE	NA
rocker	1.3774960070047173	Del	C	0	43	FALSE	NA
stukker	0.4972514689535526	Poss.1Sg	V	0	43	FALSE	NA
szonett	1.1139782696654663	Supe	V	0	43	FALSE	NA
tandem	1.0699583224183673	Poss.3Sg	C	1	43	TRUE	-3.7612001156935624
ágens	1.3130456667326265	Transl	C	0	43	FALSE	NA
barter	0.48713596362774514	Subl	C	2	42	TRUE	-3.044522437723423
fater	1.2643232470451446	Subl	C	42	8	TRUE	1.6582280766035324
fotel	1.918034842594317	Transl	C	5	42	TRUE	-2.128231705849268
gólem	0.9666714958476778	Ine	C	0	42	FALSE	NA
koffer	0.9596105383709403	Poss.3Sg	C	42	38	TRUE	0.10008345855698263
korner	0.5218599755505524	Ela	C	7	42	TRUE	-1.791759469228055
kráter	1.5554389092659462	Transl	C	0	42	FALSE	NA
maszek	1.0569096792608152	Supe	V	42	0	FALSE	NA
moped	0.9109327535484344	Abl	C	0	42	FALSE	NA
pasztell	1.4163120740957438	Dat	C	0	42	FALSE	NA
rocker	1.3774960070047173	Abl	C	0	42	FALSE	NA
roller	1.4284785179087636	Ela	C	5	42	TRUE	-2.128231705849268
suszter	0.9044772870280368	Del	C	5	42	TRUE	-2.128231705849268
szovjet	2.59966886920045	Poss.3Sg	C	0	42	FALSE	NA
zsáner	1.2899655745630536	Transl	C	0	42	FALSE	NA
ágens	1.3130456667326265	Poss.1Pl	V	1	42	TRUE	-3.7376696182833684
bukfenc	1.0306613020268856	Abl	C	0	41	FALSE	NA
fotel	1.918034842594317	Pl.Poss.3Sg	V	0	41	FALSE	NA
haver	2.2866022611361054	Ela	C	41	8	TRUE	1.634130525024472
maszek	1.0569096792608152	Ins	C	41	2	TRUE	3.0204248861443626
notesz	1.2106855490122028	Del	C	3	41	TRUE	-2.6149597780361984
pakett	0.4472263572536482	Subl	C	7	41	TRUE	-1.7676619176489945
suszter	0.9044772870280368	Ade	C	9	41	TRUE	-1.5163474893680884
hosztesz	0.4593602709032462	Dat	C	0	40	FALSE	NA
klozet	0.06396436403742334	Ine	C	40	23	TRUE	0.5533852381847866
konszern	1.5587549012315391	Poss.1Pl	V	0	40	FALSE	NA
korvett	0.3058136782559591	Dat	C	0	40	FALSE	NA
modell	3.2458076642479075	Acc	V	1	40	TRUE	-3.6888794541139363
nonszensz	1.2858393542194446	Subl	C	0	40	FALSE	NA
parkett	1.1773690982060443	Abl	C	0	40	FALSE	NA
poszter	1.7624880360068378	Poss.3Pl	V	0	40	FALSE	NA
páter	1.0617720601296703	Subl	C	1	40	TRUE	-3.6888794541139363
roller	1.4284785179087636	Abl	C	0	40	FALSE	NA
skanzen	1.4895721276614022	Poss.3Sg	V	0	40	FALSE	NA
sláger	2.2587678514546465	Pl.Poss.1Sg	V	0	40	FALSE	NA
suszter	0.9044772870280368	Ins	C	19	40	TRUE	-0.7444404749474959
szonett	1.1139782696654663	Pl.Poss.1Pl	C	0	40	FALSE	NA
traverz	0.20689420194327868	Acc	V	1	40	TRUE	-3.6888794541139363
valcer	0.3548168454722682	Subl	C	4	40	TRUE	-2.3025850929940455
dzsungel	1.8138983008598983	Poss.1Pl	V	0	39	FALSE	NA
facet	-0.28560191434333804	Poss.2Sg	V	0	39	FALSE	NA
kókler	0.9301594617947097	Abl	C	0	39	FALSE	NA
kóter	-0.0567670438663156	Ela	C	24	39	TRUE	-0.48550781578170077
latex	1.2796554290768758	Del	C	0	39	FALSE	NA
lumen	1.3578062989248016	Ela	C	0	39	FALSE	NA
pollen	1.5346232211256754	All	C	0	39	FALSE	NA
rubel	1.3648850069419438	Poss.1Sg	V	0	39	FALSE	NA
szonett	1.1139782696654663	Poss.1Sg	V	0	39	FALSE	NA
token	1.245905770590949	Pl.Poss.3Sg	C	0	39	FALSE	NA
totem	0.8624780099324221	Transl	C	0	39	FALSE	NA
bukfenc	1.0306613020268856	Ade	C	0	38	FALSE	NA
dzsóker	-0.17558885566493362	Pl	V	0	38	FALSE	NA
karter	0.13926501315555695	Ela	C	2	38	TRUE	-2.9444389791664407
kukker	0.09923081884002372	Ine	C	11	38	TRUE	-1.2396908869280152
moped	0.9109327535484344	All	C	0	38	FALSE	NA
páter	1.0617720601296703	All	C	0	38	FALSE	NA
szlogen	1.9318761017045023	Poss.2Pl	V	0	38	FALSE	NA
sóder	0.9842054240536064	Dat	C	3	38	TRUE	-2.538973871058276
zsáner	1.2899655745630536	Poss.3Pl	V	0	38	FALSE	NA
burleszk	0.6649295867445704	Transl	C	1	37	TRUE	-3.6109179126442243
hotel	2.9641042281879626	Pl.Poss.1Pl	V	0	37	FALSE	NA
kampec	0.3634609097484384	Poss.3Sg	V	37	0	FALSE	NA
kortes	0.13557201061440527	Pl.Poss.3Pl	V	0	37	FALSE	NA
mater	1.2873847479934366	Del	C	0	37	FALSE	NA
panel	2.4164305848960708	Pl.Poss.3Pl	C	3	37	TRUE	-2.512305623976115
parkett	1.1773690982060443	Pl	V	0	37	FALSE	NA
poszter	1.7624880360068378	Pl.Poss.3Pl	V	0	37	FALSE	NA
poszter	1.7624880360068378	Pl.Poss.1Pl	V	0	37	FALSE	NA
poszter	1.7624880360068378	Transl	C	0	37	FALSE	NA
páter	1.0617720601296703	Abl	C	3	37	TRUE	-2.512305623976115
rubel	1.3648850069419438	Poss.3Sg	C	5	37	TRUE	-2.001480000210124
token	1.245905770590949	Poss.1Sg	V	0	37	FALSE	NA
dodzsem	0.3337170824261301	Subl	C	0	36	FALSE	NA
gólem	0.9666714958476778	All	C	0	36	FALSE	NA
koffer	0.9596105383709403	Supe	V	10	36	TRUE	-1.2809338454620642
koffer	0.9596105383709403	Subl	C	30	36	TRUE	-0.1823215567939546
kábel	2.5255200123429824	Distr:nként/Adv	V	0	36	FALSE	NA
lumpen	0.38214543272564394	Dat	C	0	36	FALSE	NA
makett	1.6926464808727033	Pl.Poss.3Pl	C	0	36	FALSE	NA
motel	1.2119005338291844	Subl	C	5	36	TRUE	-1.9740810260220096
mágnes	1.8441518280462148	Ill	C	1	36	TRUE	-3.58351893845611
okker	0.6295458844043035	Ela	C	1	36	TRUE	-3.58351893845611
sumer	1.0545026216751352	Ins	C	36	19	TRUE	0.6390799592896695
suszter	0.9044772870280368	Ela	C	5	36	TRUE	-1.9740810260220096
totem	0.8624780099324221	Pl.Poss.3Sg	V	0	36	FALSE	NA
ágens	1.3130456667326265	Ine	C	0	36	FALSE	NA
balett	2.009241501756081	Transl	C	5	35	TRUE	-1.9459101490553135
bróker	1.509573270037965	Transl	C	0	35	FALSE	NA
dodzsem	0.3337170824261301	All	C	0	35	FALSE	NA
falzett	-0.16139740357670246	Acc	V	2	35	TRUE	-2.8622008809294686
motel	1.2119005338291844	Abl	C	7	35	TRUE	-1.6094379124341003
púder	1.360068138969874	Ade	C	0	35	FALSE	NA
skanzen	1.4895721276614022	Supe	V	0	35	FALSE	NA
token	1.245905770590949	Ill	C	0	35	FALSE	NA
token	1.245905770590949	Poss.2Sg	V	0	35	FALSE	NA
tróger	0.7114537050098807	Ins	C	8	35	TRUE	-1.4759065198095778
bukfenc	1.0306613020268856	Ill	C	0	34	FALSE	NA
bunker	1.476796124675244	Poss.3Sg	C	22	34	TRUE	-0.4353180712578455
codec	0.7403125553016779	Ins	C	0	34	FALSE	NA
fráter	1.1826921806578794	Subl	C	0	34	FALSE	NA
koffer	0.9596105383709403	Pl.Poss.3Sg	C	1	34	TRUE	-3.5263605246161616
koncert	3.0752510936798796	Poss.3Pl	V	0	34	FALSE	NA
konzerv	1.762724386751122	Ade	C	0	34	FALSE	NA
modell	3.2458076642479075	Pl.Poss.1Sg	V	0	34	FALSE	NA
modell	3.2458076642479075	Poss.2Pl	V	0	34	FALSE	NA
nonszensz	1.2858393542194446	Supe	V	0	34	FALSE	NA
pollen	1.5346232211256754	Ill	C	0	34	FALSE	NA
roller	1.4284785179087636	Poss.3Sg	C	13	34	TRUE	-0.9614111671546247
totem	0.8624780099324221	All	C	0	34	FALSE	NA
bakter	0.716349974254184	All	C	9	33	TRUE	-1.2992829841302609
bunker	1.476796124675244	Poss.1Pl	V	12	33	TRUE	-1.0116009116784799
dózer	0.4877957350906076	Del	C	4	33	TRUE	-2.1102132003465894
flanel	0.35638106706207384	Ins	C	33	27	TRUE	0.20067069546215124
flaszter	0.45065098390392183	All	C	8	33	TRUE	-1.4170660197866443
koffer	0.9596105383709403	Poss.2Sg	V	33	15	TRUE	0.7884573603642703
latex	1.2796554290768758	Ade	C	0	33	FALSE	NA
pajesz	0.19606017543000023	Poss.1Sg	V	33	0	FALSE	NA
parszek	-0.2499378462191083	Acc	V	0	33	FALSE	NA
poszter	1.7624880360068378	Poss.2Sg	V	0	33	FALSE	NA
rubel	1.3648850069419438	Abl	C	0	33	FALSE	NA
stukker	0.4972514689535526	Dat	C	9	33	TRUE	-1.2992829841302609
token	1.245905770590949	Del	C	0	33	FALSE	NA
traverz	0.20689420194327868	Ine	C	8	33	TRUE	-1.4170660197866443
valcer	0.3548168454722682	Ins	C	5	33	TRUE	-1.8870696490323797
zsakett	-0.03701015209889327	Pl	V	4	33	TRUE	-2.1102132003465894
bukfenc	1.0306613020268856	Ela	C	0	32	FALSE	NA
doppler	0.8742794708181493	Dat	C	0	32	FALSE	NA
fater	1.2643232470451446	Poss.3Pl	C	32	2	TRUE	2.772588722239781
koffer	0.9596105383709403	Dat	C	8	32	TRUE	-1.3862943611198906
kolesz	0.7726222789466473	Pl	V	32	4	TRUE	2.0794415416798357
latex	1.2796554290768758	Supe	V	0	32	FALSE	NA
láger	1.242439945332364	Pl.Poss.3Sg	V	0	32	FALSE	NA
malter	0.6100893505755742	Ela	C	32	29	TRUE	0.09844007281325251
maszek	1.0569096792608152	Abl	C	32	2	TRUE	2.772588722239781
nonszensz	1.2858393542194446	Acc	V	0	32	FALSE	NA
omlett	0.9301594617947097	Ade	C	0	32	FALSE	NA
pátens	0.4900970738392732	Dat	C	0	32	FALSE	NA
rocker	1.3774960070047173	Ade	C	0	32	FALSE	NA
rulett	1.0008565784407637	Poss.3Sg	C	0	32	FALSE	NA
szlogen	1.9318761017045023	Pl.Poss.1Pl	C	0	32	FALSE	NA
sóder	0.9842054240536064	Pl	V	0	32	FALSE	NA
dodzsem	0.3337170824261301	Supe	V	0	31	FALSE	NA
drukker	1.599349006057054	Poss.1Sg	V	0	31	FALSE	NA
duett	1.4809516014593376	Poss.1Sg	V	0	31	FALSE	NA
duett	1.4809516014593376	Abl	C	0	31	FALSE	NA
fater	1.2643232470451446	Transl	C	31	2	TRUE	2.740840023925201
fráter	1.1826921806578794	Ela	C	0	31	FALSE	NA
junker	0.15585967826904645	Dat	C	1	31	TRUE	-3.4339872044851463
kukker	0.09923081884002372	Pl	V	0	31	FALSE	NA
omlett	0.9301594617947097	Supe	V	0	31	FALSE	NA
parkett	1.1773690982060443	Poss.3Sg	C	0	31	FALSE	NA
páter	1.0617720601296703	Del	C	0	31	FALSE	NA
szoftver	2.8823776554889804	Pl.Poss.3Sg	C	0	31	FALSE	NA
sólet	0.5795661084462529	Poss.3Sg	C	4	31	TRUE	-2.0476928433652555
ámen	0.8284166730406731	Subl	C	0	31	FALSE	NA
barter	0.48713596362774514	Supe	V	0	30	FALSE	NA
bovden	0.3614813417036351	Poss.3Sg	C	0	30	FALSE	NA
farmer	1.984242209298364	Transl	C	0	30	FALSE	NA
fotel	1.918034842594317	Pl.Poss.1Pl	V	0	30	FALSE	NA
fráter	1.1826921806578794	Del	C	1	30	TRUE	-3.4011973816621555
kódex	2.156884917051594	Pl.Poss.3Pl	V	0	30	FALSE	NA
kókler	0.9301594617947097	Pl.Poss.3Sg	V	0	30	FALSE	NA
láger	1.242439945332364	Poss.1Pl	V	0	30	FALSE	NA
omlett	0.9301594617947097	Poss.1Pl	V	0	30	FALSE	NA
pasztell	1.4163120740957438	Ade	C	1	30	TRUE	-3.4011973816621555
suszter	0.9044772870280368	Abl	C	10	30	TRUE	-1.0986122886681098
sólet	0.5795661084462529	Del	C	8	30	TRUE	-1.3217558399823195
ómen	0.7761153970932089	Ins	C	0	30	FALSE	NA
bagett	1.0062847018807737	Poss.3Sg	C	0	29	FALSE	NA
bakter	0.716349974254184	Poss.1Sg	V	29	0	FALSE	NA
bróker	1.509573270037965	Distr:nként/Adv	V	0	29	FALSE	NA
docens	2.334254917204184	Ade	C	0	29	FALSE	NA
dzsungel	1.8138983008598983	Ade	C	1	29	TRUE	-3.367295829986474
fater	1.2643232470451446	Supe	V	29	0	FALSE	NA
haver	2.2866022611361054	Transl	C	29	3	TRUE	2.268683541318364
hotel	2.9641042281879626	Pl.Poss.1Pl	C	0	29	FALSE	NA
lumen	1.3578062989248016	Supe	V	0	29	FALSE	NA
lumen	1.3578062989248016	Abl	C	0	29	FALSE	NA
macesz	0.375579529103281	Ill	C	29	6	TRUE	1.575536360758419
pajesz	0.19606017543000023	Pl	V	29	0	FALSE	NA
pamflet	0.7429766651842116	Subl	C	0	29	FALSE	NA
panel	2.4164305848960708	Pl.Poss.1Pl	V	0	29	FALSE	NA
parkett	1.1773690982060443	Ins	C	3	29	TRUE	-2.268683541318364
púder	1.360068138969874	Transl	C	0	29	FALSE	NA
samesz	0.4668618282549646	Pl.Poss.3Pl	V	29	12	TRUE	0.8823891801984737
stukker	0.4972514689535526	Subl	C	3	29	TRUE	-2.268683541318364
szoftver	2.8823776554889804	Poss.3Pl	C	2	29	TRUE	-2.6741486494265287
szovjet	2.59966886920045	Pl.Poss.3Sg	C	0	29	FALSE	NA
totem	0.8624780099324221	Supe	V	0	29	FALSE	NA
vamzer	-0.22033518283074652	Dat	C	5	29	TRUE	-1.7578579175523736
bankett	1.09656121596579	Poss.1Sg	V	0	28	FALSE	NA
burleszk	0.6649295867445704	All	C	0	28	FALSE	NA
dózer	0.4877957350906076	Dat	C	3	28	TRUE	-2.2335922215070942
farmer	1.984242209298364	Pl.Poss.1Pl	V	0	28	FALSE	NA
konzerv	1.762724386751122	Poss.3Sg	C	0	28	FALSE	NA
kortes	0.13557201061440527	Dat	C	0	28	FALSE	NA
maszek	1.0569096792608152	Ela	C	28	1	TRUE	3.332204510175204
nonszensz	1.2858393542194446	Poss.3Sg	V	0	28	FALSE	NA
okker	0.6295458844043035	Subl	C	3	28	TRUE	-2.2335922215070942
pakett	0.4472263572536482	Supe	V	0	28	FALSE	NA
prakker	-0.6254888465447449	Ins	C	28	24	TRUE	0.15415067982725836
rulett	1.0008565784407637	Ill	C	0	28	FALSE	NA
szkander	0.6195616634977026	Subl	C	6	28	TRUE	-1.540445040947149
tandem	1.0699583224183673	Ill	C	0	28	FALSE	NA
vátesz	0.4020716349811336	Pl.Poss.3Sg	V	0	28	FALSE	NA
ágens	1.3130456667326265	Ela	C	0	28	FALSE	NA
ámen	0.8284166730406731	Poss.3Sg	C	0	28	FALSE	NA
bagett	1.0062847018807737	Ade	C	0	27	FALSE	NA
bróker	1.509573270037965	Pl.Poss.3Pl	V	0	27	FALSE	NA
bóher	-0.7102684133103745	Pl	V	0	27	FALSE	NA
junker	0.15585967826904645	Ins	C	1	27	TRUE	-3.295836866004329
korner	0.5218599755505524	Ade	C	0	27	FALSE	NA
kupec	0.4459578141554795	Ins	C	1	27	TRUE	-3.295836866004329
notesz	1.2106855490122028	Poss.1Pl	V	13	27	TRUE	-0.7308875085427924
omlett	0.9301594617947097	Poss.3Sg	C	0	27	FALSE	NA
pollen	1.5346232211256754	Del	C	1	27	TRUE	-3.295836866004329
sumer	1.0545026216751352	Ela	C	19	27	TRUE	-0.3513978868378886
sumer	1.0545026216751352	Abl	C	27	13	TRUE	0.7308875085427924
tangens	0.20752315858022177	Pl	V	0	27	FALSE	NA
ágens	1.3130456667326265	Supe	V	0	27	FALSE	NA
ámen	0.8284166730406731	Poss.3Sg	V	0	27	FALSE	NA
ómen	0.7761153970932089	Poss.3Sg	V	0	27	FALSE	NA
bukfenc	1.0306613020268856	All	C	0	26	FALSE	NA
bunker	1.476796124675244	Pl.Poss.3Pl	V	0	26	FALSE	NA
dodzsem	0.3337170824261301	Ill	C	0	26	FALSE	NA
dodzsem	0.3337170824261301	Ade	C	2	26	TRUE	-2.5649493574615367
falzett	-0.16139740357670246	Pl	V	1	26	TRUE	-3.258096538021482
gólem	0.9666714958476778	Poss.3Sg	C	0	26	FALSE	NA
hardver	2.192226286470405	Transl	C	0	26	FALSE	NA
kolesz	0.7726222789466473	Subl	C	26	7	TRUE	1.3121863889661687
makett	1.6926464808727033	Poss.3Pl	C	1	26	TRUE	-3.258096538021482
modern	3.2002882565744417	Poss.3Sg	V	19	26	TRUE	-0.31365755885504165
omlett	0.9301594617947097	Del	C	1	26	TRUE	-3.258096538021482
pamflet	0.7429766651842116	Ill	C	3	26	TRUE	-2.159484249353372
póker	1.4147938326074063	Pl	V	0	26	FALSE	NA
saller	0.9310512982678172	Abl	C	2	26	TRUE	-2.5649493574615367
samesz	0.4668618282549646	Dat	C	26	18	TRUE	0.36772478012531734
token	1.245905770590949	Pl.Poss.3Pl	C	0	26	FALSE	NA
traverz	0.20689420194327868	Subl	C	0	26	FALSE	NA
dodzsem	0.3337170824261301	Dat	C	0	25	FALSE	NA
duett	1.4809516014593376	Pl.Poss.3Pl	C	0	25	FALSE	NA
falzett	-0.16139740357670246	Ill	C	8	25	TRUE	-1.1394342831883648
hotel	2.9641042281879626	Poss.3Pl	V	1	25	TRUE	-3.2188758248682006
konzerv	1.762724386751122	Poss.2Sg	V	0	25	FALSE	NA
korvett	0.3058136782559591	Ins	C	0	25	FALSE	NA
káder	1.0191292004490349	All	C	3	25	TRUE	-2.120263536200091
kókler	0.9301594617947097	Subl	C	0	25	FALSE	NA
lumen	1.3578062989248016	Del	C	0	25	FALSE	NA
pamflet	0.7429766651842116	Ela	C	0	25	FALSE	NA
plakett	1.2063588716944174	All	C	0	25	FALSE	NA
sláger	2.2587678514546465	Poss.2Pl	V	0	25	FALSE	NA
szubrett	0.34370664438708193	Ins	C	0	25	FALSE	NA
sóder	0.9842054240536064	All	C	4	25	TRUE	-1.8325814637483102
token	1.245905770590949	Poss.3Pl	C	0	25	FALSE	NA
valcer	0.3548168454722682	Poss.3Sg	V	0	25	FALSE	NA
balett	2.009241501756081	Poss.1Pl	V	2	24	TRUE	-2.4849066497880004
bunker	1.476796124675244	Poss.1Sg	V	5	24	TRUE	-1.5686159179138452
drukker	1.599349006057054	Del	C	0	24	FALSE	NA
flaszter	0.45065098390392183	Ill	C	24	9	TRUE	0.9808292530117262
kadet	1.0549493807742008	Ine	C	19	24	TRUE	-0.2336148511815052
kolesz	0.7726222789466473	Dat	C	24	5	TRUE	1.5686159179138452
korner	0.5218599755505524	Pl	V	0	24	FALSE	NA
kókler	0.9301594617947097	All	C	0	24	FALSE	NA
macesz	0.375579529103281	Ela	C	24	24	TRUE	0
makett	1.6926464808727033	Pl.Poss.1Pl	C	1	24	TRUE	-3.1780538303479458
modem	1.8046211752050836	Pl.Poss.3Sg	C	0	24	FALSE	NA
puffer	1.3898337365494366	Abl	C	2	24	TRUE	-2.4849066497880004
raszter	0.7107638010015679	Ela	C	0	24	FALSE	NA
roller	1.4284785179087636	Pl.Poss.1Pl	V	0	24	FALSE	NA
rulett	1.0008565784407637	Transl	C	0	24	FALSE	NA
szonett	1.1139782696654663	Abl	C	0	24	FALSE	NA
szovjet	2.59966886920045	Del	C	0	24	FALSE	NA
traverz	0.20689420194327868	Pl.Poss.3Sg	V	0	24	FALSE	NA
bagger	-0.3035752853552389	Pl	V	0	23	FALSE	NA
balek	1.18302479496678	Poss.1Pl	V	23	0	FALSE	NA
bróker	1.509573270037965	Poss.3Pl	V	0	23	FALSE	NA
docens	2.334254917204184	Poss.1Pl	V	0	23	FALSE	NA
drukker	1.599349006057054	Ade	C	0	23	FALSE	NA
farmer	1.984242209298364	Pl.Poss.1Sg	V	0	23	FALSE	NA
farmer	1.984242209298364	Pl.Poss.1Sg	C	23	7	TRUE	1.1895840668738364
kolesz	0.7726222789466473	All	C	23	10	TRUE	0.8329091229351039
macher	0.2485728894048285	Pl	V	6	23	TRUE	-1.3437347467010947
makett	1.6926464808727033	Abl	C	0	23	FALSE	NA
muter	0.5004649093036383	Abl	C	23	5	TRUE	1.5260563034950492
parszek	-0.2499378462191083	Ine	C	0	23	FALSE	NA
plakett	1.2063588716944174	Del	C	0	23	FALSE	NA
projekt	3.416526341311925	Pl.Poss.1Pl	V	0	23	FALSE	NA
transzfer	2.0095093061978013	Poss.1Sg	V	0	23	FALSE	NA
balek	1.18302479496678	Supe	V	22	0	FALSE	NA
dzsóker	-0.17558885566493362	Poss.3Sg	V	0	22	FALSE	NA
flaszter	0.45065098390392183	Ela	C	2	22	TRUE	-2.3978952727983707
fráter	1.1826921806578794	All	C	0	22	FALSE	NA
hosztesz	0.4593602709032462	Poss.3Sg	V	0	22	FALSE	NA
koffer	0.9596105383709403	Del	C	1	22	TRUE	-3.0910424533583156
koffer	0.9596105383709403	Poss.1Pl	V	6	22	TRUE	-1.2992829841302609
korner	0.5218599755505524	Ine	C	0	22	FALSE	NA
korvett	0.3058136782559591	Poss.3Sg	C	1	22	TRUE	-3.0910424533583156
moped	0.9109327535484344	Ade	C	0	22	FALSE	NA
mutter	0.41434513085899255	Ins	C	10	22	TRUE	-0.7884573603642702
poszter	1.7624880360068378	Pl.Poss.1Sg	V	0	22	FALSE	NA
szkander	0.6195616634977026	Ins	C	6	22	TRUE	-1.2992829841302609
sólet	0.5795661084462529	Ela	C	8	22	TRUE	-1.0116009116784799
tandem	1.0699583224183673	All	C	1	22	TRUE	-3.0910424533583156
tandem	1.0699583224183673	Abl	C	1	22	TRUE	-3.0910424533583156
azbeszt	1.051092149444873	Supe	V	0	21	FALSE	NA
bagett	1.0062847018807737	Poss.1Sg	V	0	21	FALSE	NA
bróker	1.509573270037965	Pl.Poss.1Pl	V	0	21	FALSE	NA
bukfenc	1.0306613020268856	Del	C	0	21	FALSE	NA
charter	1.0574427740273058	Subl	C	0	21	FALSE	NA
docens	2.334254917204184	Del	C	0	21	FALSE	NA
dojen	0.6993711617811154	Dat	C	0	21	FALSE	NA
drukker	1.599349006057054	Supe	V	0	21	FALSE	NA
falzett	-0.16139740357670246	Ins	C	2	21	TRUE	-2.3513752571634776
falzett	-0.16139740357670246	Poss.3Sg	C	5	21	TRUE	-1.4350845252893227
fotel	1.918034842594317	Poss.3Pl	C	4	21	TRUE	-1.6582280766035324
junker	0.15585967826904645	Poss.3Sg	V	21	0	FALSE	NA
karcer	-0.6005464245423525	Ine	C	12	21	TRUE	-0.5596157879354228
klozet	0.06396436403742334	Pl	V	13	21	TRUE	-0.4795730802618862
kolesz	0.7726222789466473	Supe	V	21	9	TRUE	0.8472978603872037
kolesz	0.7726222789466473	Abl	C	21	4	TRUE	1.6582280766035324
konzerv	1.762724386751122	Pl.Poss.3Sg	C	0	21	FALSE	NA
kopek	0.13371366596503742	Subl	C	0	21	FALSE	NA
krapek	0.2858131136537797	Poss.3Sg	C	21	0	FALSE	NA
macesz	0.375579529103281	Dat	C	21	10	TRUE	0.7419373447293773
malter	0.6100893505755742	Poss.3Sg	V	0	21	FALSE	NA
moped	0.9109327535484344	Ela	C	0	21	FALSE	NA
okker	0.6295458844043035	Ine	C	2	21	TRUE	-2.3513752571634776
omlett	0.9301594617947097	Abl	C	0	21	FALSE	NA
pakett	0.4472263572536482	Ill	C	6	21	TRUE	-1.252762968495368
puffer	1.3898337365494366	Poss.1Pl	V	4	21	TRUE	-1.6582280766035324
raszter	0.7107638010015679	All	C	0	21	FALSE	NA
rulett	1.0008565784407637	Ela	C	0	21	FALSE	NA
zsakett	-0.03701015209889327	All	C	0	21	FALSE	NA
burleszk	0.6649295867445704	Abl	C	0	20	FALSE	NA
doppler	0.8742794708181493	Ine	C	0	20	FALSE	NA
drukker	1.599349006057054	Ine	C	0	20	FALSE	NA
dzsóker	-0.17558885566493362	Dat	C	0	20	FALSE	NA
faglett	-1.571257048440365	Ins	C	0	20	FALSE	NA
farmer	1.984242209298364	Pl.Poss.1Pl	C	3	20	TRUE	-1.8971199848858813
gukker	-0.35205990878233856	Ins	C	10	20	TRUE	-0.6931471805599453
gólem	0.9666714958476778	Ela	C	0	20	FALSE	NA
haver	2.2866022611361054	Ine	C	20	9	TRUE	0.7985076962177716
konszern	1.5587549012315391	Pl.Poss.3Sg	C	0	20	FALSE	NA
konzerv	1.762724386751122	Transl	C	0	20	FALSE	NA
korner	0.5218599755505524	Dat	C	0	20	FALSE	NA
korvett	0.3058136782559591	Subl	C	1	20	TRUE	-2.995732273553991
kukker	0.09923081884002372	Supe	V	0	20	FALSE	NA
kukker	0.09923081884002372	Dat	C	6	20	TRUE	-1.2039728043259361
