stem	llfpm10	suffix	suffix_initial	back	front	varies	stem_intercept	stem_intercept_c	stem_intercept_v	stem_intercept_simple	stem_intercept_c_simple	stem_intercept_v_simple	suffix_intercept	suffix_intercept_c	suffix_intercept_v	intercept_c_minus_v	intercept_c_minus_v_simple
modell	3.2458076642479075	Ine	C	10	31805	TRUE	-4.943735431628447	-5.0815781914209595	-4.823004150794277	-5.067962069713086	-4.94297836846933	-5.182356398677793	0.6678142040557484	0.48128711825515536	NA	-0.25857404062668365	0.2393780302084707
szoftver	2.8823776554889804	Ins	C	6	31320	TRUE	-4.848207366947437	-5.037527390650401	-4.525476948772607	-5.244181013490532	-5.1157255540248725	-4.758345928427333	0.0387951515658291	-0.18567474815799134	NA	-0.5120504418777898	-0.3573796255975452
modell	3.2458076642479075	Ins	C	7	30857	TRUE	-4.943735431628447	-5.0815781914209595	-4.823004150794277	-5.067962069713086	-4.94297836846933	-5.182356398677793	0.0387951515658291	-0.18567474815799134	NA	-0.25857404062668365	0.2393780302084707
szovjet	2.59966886920045	Pl	V	3	30054	TRUE	-4.180216730124447	-0.9556959187548019	-5.026352006514041	-5.504641410165539	-1.3735788594111211	-5.5841093550202725	-1.3950395672621765	NA	-0.6092984900084293	4.070656087759247	4.210530495609149
projekt	3.416526341311925	Ins	C	6	29986	TRUE	-5.432856007209687	-5.494075100668288	-5.278339174278509	-5.461796532717187	-5.208883494236493	-5.346205113610408	0.0387951515658291	-0.18567474815799134	NA	-0.2157359263897689	0.13732161937392107
projekt	3.416526341311925	Dat	C	6	27187	TRUE	-5.432856007209687	-5.494075100668288	-5.278339174278509	-5.461796532717187	-5.208883494236493	-5.346205113610408	-0.2774614553759155	-0.3906857246386013	NA	-0.2157359263897689	0.13732161937392107
panel	2.4164305848960708	Pl	V	1439	26502	TRUE	1.2962506675275407	1.3510573303496098	1.0490957184757776	1.060211173155013	1.4982037187111807	0.9850695221411259	-1.3950395672621765	NA	-0.6092984900084293	0.3019616118738213	0.51313419657005
docens	2.334254917204184	Poss.3Sg	V	5	26336	TRUE	-5.998272278014584	-3.1704518103913824	-4.92959358497897	-5.6385416200031315	-3.3730794260287356	-5.004683592497321	0.34265423359786434	0.449770007868573	-0.11457998858783418	1.7591417745875901	1.631604166468577
koncert	3.0752510936798796	Ins	C	1	25667	TRUE	-6.009157815699876	-5.877877815512749	-6.35133466720042	-5.9821708966967515	-5.6251713725767	-6.006673368135875	0.0387951515658291	-0.18567474815799134	NA	0.47345685168767204	0.3815019955591765
partner	3.170887565855278	Ins	C	106	25642	TRUE	-4.237640573949965	-2.6397879938328885	-5.5093527786781475	-4.2387020640889626	-2.88340224090286	-4.934728979308532	0.0387951515658291	-0.18567474815799134	NA	2.8695647848452666	2.0513267384056775
hotel	2.9641042281879626	Pl	V	211	25061	TRUE	-0.6133259011748744	-0.6057658584826261	-1.0234829659850166	-0.2668362718090401	-0.3093944322146263	-0.9627754179609971	-1.3950395672621765	NA	-0.6092984900084293	0.41771710750238356	0.6533809857463666
projekt	3.416526341311925	Subl	C	24	22052	TRUE	-5.432856007209687	-5.494075100668288	-5.278339174278509	-5.461796532717187	-5.208883494236493	-5.346205113610408	0.4733699064456612	0.20293628635125044	NA	-0.2157359263897689	0.13732161937392107
kábel	2.5255200123429824	Ins	C	328	21391	TRUE	-1.9182344874011954	-1.665743510161935	-2.64570839835132	-2.279435937498378	-1.795492792098046	-2.7048180941551365	0.0387951515658291	-0.18567474815799134	NA	0.9799648881893859	0.9093253020570984
haver	2.2866022611361054	Pl	V	20730	140	TRUE	7.858040315490662	6.51741962550768	8.80008836561386	7.329312325716447	6.429911701261939	8.824082393405913	-1.3950395672621765	NA	-0.6092984900084293	-2.2826687401061747	-2.394170692143973
projekt	3.416526341311925	Ill	C	15	20570	TRUE	-5.432856007209687	-5.494075100668288	-5.278339174278509	-5.461796532717187	-5.208883494236493	-5.346205113610408	1.217385048670586	1.0318553022748764	NA	-0.2157359263897689	0.13732161937392107
modell	3.2458076642479075	Dat	C	15	20485	TRUE	-4.943735431628447	-5.0815781914209595	-4.823004150794277	-5.067962069713086	-4.94297836846933	-5.182356398677793	-0.2774614553759155	-0.3906857246386013	NA	-0.25857404062668365	0.2393780302084707
modell	3.2458076642479075	Pl.Poss.3Sg	C	6	19984	TRUE	-4.943735431628447	-5.0815781914209595	-4.823004150794277	-5.067962069713086	-4.94297836846933	-5.182356398677793	-0.3660503852105195	-0.17826185132906647	-0.9979505042302497	-0.25857404062668365	0.2393780302084707
partner	3.170887565855278	Dat	C	188	19802	TRUE	-4.237640573949965	-2.6397879938328885	-5.5093527786781475	-4.2387020640889626	-2.88340224090286	-4.934728979308532	-0.2774614553759155	-0.3906857246386013	NA	2.8695647848452666	2.0513267384056775
projekt	3.416526341311925	Del	C	32	18990	TRUE	-5.432856007209687	-5.494075100668288	-5.278339174278509	-5.461796532717187	-5.208883494236493	-5.346205113610408	-0.2453854872081973	-0.4580533634530304	NA	-0.2157359263897689	0.13732161937392107
haver	2.2866022611361054	Poss.1Sg	V	18757	15	TRUE	7.858040315490662	6.51741962550768	8.80008836561386	7.329312325716447	6.429911701261939	8.824082393405913	0.7438144784588202	NA	1.5973279087968308	-2.2826687401061747	-2.394170692143973
sláger	2.2587678514546465	Pl	V	3	18632	TRUE	-3.6232051067595905	-2.883377868949307	-5.229198247351178	-4.041672431051077	-3.141718939777423	-4.748130832839156	-1.3950395672621765	NA	-0.6092984900084293	2.345820378401868	1.6064118930617326
kábel	2.5255200123429824	Supe	V	55	16753	TRUE	-1.9182344874011954	-1.665743510161935	-2.64570839835132	-2.279435937498378	-1.795492792098046	-2.7048180941551365	-0.668605230393597	NA	0.3784998623009394	0.9799648881893859	0.9093253020570984
modell	3.2458076642479075	All	C	1	16519	TRUE	-4.943735431628447	-5.0815781914209595	-4.823004150794277	-5.067962069713086	-4.94297836846933	-5.182356398677793	-0.359133664992004	-0.5272796117155265	NA	-0.25857404062668365	0.2393780302084707
partner	3.170887565855278	Poss.2Sg	V	8	15409	TRUE	-4.237640573949965	-2.6397879938328885	-5.5093527786781475	-4.2387020640889626	-2.88340224090286	-4.934728979308532	0.3537450289204624	NA	1.2067254700130272	2.8695647848452666	2.0513267384056775
panel	2.4164305848960708	Supe	V	1837	14549	TRUE	1.2962506675275407	1.3510573303496098	1.0490957184757776	1.060211173155013	1.4982037187111807	0.9850695221411259	-0.668605230393597	NA	0.3784998623009394	0.3019616118738213	0.51313419657005
projekt	3.416526341311925	Poss.1Pl	V	36	14510	TRUE	-5.432856007209687	-5.494075100668288	-5.278339174278509	-5.461796532717187	-5.208883494236493	-5.346205113610408	0.15310165641401538	NA	1.2295600722356197	-0.2157359263897689	0.13732161937392107
drukker	1.599349006057054	Pl	V	9	14408	TRUE	-2.4562286593819582	-1.151812998292156	-3.067532656447431	-3.679238732866685	-1.5683133037763932	-3.5855037684676825	-1.3950395672621765	NA	-0.6092984900084293	1.9157196581552682	2.0171904646912964
klaszter	1.9252273729939529	Pl	V	5	13231	TRUE	-2.540517871050928	-2.3169921818981094	-3.688394752857886	-2.8669250367186976	-1.9180746758248954	-4.19382288102171	-1.3950395672621765	NA	-0.6092984900084293	1.3714025709597735	2.2757482051968054
hotel	2.9641042281879626	Abl	C	163	12626	TRUE	-0.6133259011748744	-0.6057658584826261	-1.0234829659850166	-0.2668362718090401	-0.3093944322146263	-0.9627754179609971	-0.871239227086619	-0.9615131006768824	NA	0.41771710750238356	0.6533809857463666
modell	3.2458076642479075	Supe	V	1	12423	TRUE	-4.943735431628447	-5.0815781914209595	-4.823004150794277	-5.067962069713086	-4.94297836846933	-5.182356398677793	-0.668605230393597	NA	0.3784998623009394	-0.25857404062668365	0.2393780302084707
koncert	3.0752510936798796	Del	C	4	12315	TRUE	-6.009157815699876	-5.877877815512749	-6.35133466720042	-5.9821708966967515	-5.6251713725767	-6.006673368135875	-0.2453854872081973	-0.4580533634530304	NA	0.47345685168767204	0.3815019955591765
partner	3.170887565855278	Subl	C	53	11508	TRUE	-4.237640573949965	-2.6397879938328885	-5.5093527786781475	-4.2387020640889626	-2.88340224090286	-4.934728979308532	0.4733699064456612	0.20293628635125044	NA	2.8695647848452666	2.0513267384056775
szlogen	1.9318761017045023	Poss.3Sg	C	8	11442	TRUE	-4.474273341733412	-4.7513515748145165	-3.038743650855248	-4.272073159209653	-4.503551359734178	-3.5956688422866545	0.34265423359786434	0.449770007868573	-0.11457998858783418	-1.7126079239592684	-0.9078825174475185
modell	3.2458076642479075	Ade	C	2	11136	TRUE	-4.943735431628447	-5.0815781914209595	-4.823004150794277	-5.067962069713086	-4.94297836846933	-5.182356398677793	-0.07305699737370619	-0.2530423083853684	NA	-0.25857404062668365	0.2393780302084707
partner	3.170887565855278	Poss.1Sg	V	15	10686	TRUE	-4.237640573949965	-2.6397879938328885	-5.5093527786781475	-4.2387020640889626	-2.88340224090286	-4.934728979308532	0.7438144784588202	NA	1.5973279087968308	2.8695647848452666	2.0513267384056775
hotel	2.9641042281879626	Ill	C	1640	10613	TRUE	-0.6133259011748744	-0.6057658584826261	-1.0234829659850166	-0.2668362718090401	-0.3093944322146263	-0.9627754179609971	1.217385048670586	1.0318553022748764	NA	0.41771710750238356	0.6533809857463666
dzsungel	1.8138983008598983	Ine	C	258	10604	TRUE	-1.6325549408389175	-1.6287282323740715	-2.7438071454193067	-0.9762003136099631	-1.1495040589912844	-2.6983360667888165	0.6678142040557484	0.48128711825515536	NA	1.115078913045238	1.5488320077975288
haver	2.2866022611361054	Poss.3Sg	C	10264	15	TRUE	7.858040315490662	6.51741962550768	8.80008836561386	7.329312325716447	6.429911701261939	8.824082393405913	0.34265423359786434	0.449770007868573	-0.11457998858783418	-2.2826687401061747	-2.394170692143973
projekt	3.416526341311925	Pl.Poss.3Sg	C	1	10123	TRUE	-5.432856007209687	-5.494075100668288	-5.278339174278509	-5.461796532717187	-5.208883494236493	-5.346205113610408	-0.3660503852105195	-0.17826185132906647	-0.9979505042302497	-0.2157359263897689	0.13732161937392107
modell	3.2458076642479075	Del	C	23	9534	TRUE	-4.943735431628447	-5.0815781914209595	-4.823004150794277	-5.067962069713086	-4.94297836846933	-5.182356398677793	-0.2453854872081973	-0.4580533634530304	NA	-0.25857404062668365	0.2393780302084707
modell	3.2458076642479075	Ela	C	27	9391	TRUE	-4.943735431628447	-5.0815781914209595	-4.823004150794277	-5.067962069713086	-4.94297836846933	-5.182356398677793	0.33031806042080036	0.18036767800177328	NA	-0.25857404062668365	0.2393780302084707
szoftver	2.8823776554889804	Ine	C	4	9343	TRUE	-4.848207366947437	-5.037527390650401	-4.525476948772607	-5.244181013490532	-5.1157255540248725	-4.758345928427333	0.6678142040557484	0.48128711825515536	NA	-0.5120504418777898	-0.3573796255975452
partner	3.170887565855278	Poss.3Pl	V	15	8899	TRUE	-4.237640573949965	-2.6397879938328885	-5.5093527786781475	-4.2387020640889626	-2.88340224090286	-4.934728979308532	1.2847635233137833	1.3034409700990126	2.62620257684233	2.8695647848452666	2.0513267384056775
szlogen	1.9318761017045023	Ins	C	6	8867	TRUE	-4.474273341733412	-4.7513515748145165	-3.038743650855248	-4.272073159209653	-4.503551359734178	-3.5956688422866545	0.0387951515658291	-0.18567474815799134	NA	-1.7126079239592684	-0.9078825174475185
modell	3.2458076642479075	Abl	C	4	8658	TRUE	-4.943735431628447	-5.0815781914209595	-4.823004150794277	-5.067962069713086	-4.94297836846933	-5.182356398677793	-0.871239227086619	-0.9615131006768824	NA	-0.25857404062668365	0.2393780302084707
farmer	1.984242209298364	Pl	V	518	8498	TRUE	1.6783249816660524	1.7041189567438315	1.5493177130649716	1.64257520131194	1.820925303598231	1.6247447009729654	-1.3950395672621765	NA	-0.6092984900084293	0.15480124367886106	0.1961806026252617
fotel	1.918034842594317	Ine	C	4069	8185	TRUE	1.4314877837785018	1.345735794516804	1.9904706343461613	1.868852526897838	1.7632267152327532	1.8069164582978572	0.6678142040557484	0.48128711825515536	NA	-0.6447348398293684	-0.04368974306511575
poszter	1.7624880360068378	Pl	V	2	7755	TRUE	-2.5545974228663604	-2.1518029068387117	-3.230324375092584	-3.13694212077343	-2.2935237887373456	-3.3791508765116385	-1.3950395672621765	NA	-0.6092984900084293	1.078521468253868	1.0856270877742986
koncert	3.0752510936798796	Poss.3Pl	C	15	7556	TRUE	-6.009157815699876	-5.877877815512749	-6.35133466720042	-5.9821708966967515	-5.6251713725767	-6.006673368135875	1.2847635233137833	1.3034409700990126	2.62620257684233	0.47345685168767204	0.3815019955591765
modem	1.8046211752050836	Acc	V	20	7322	TRUE	-2.705455674473216	-2.721219483326244	-2.4834319679243997	-2.765776541416366	-2.795085734628752	-2.0955737370732432	-0.29383043118284424	NA	0.1555929746945892	-0.23778751540183407	-0.6995119975555184
konzerv	1.762724386751122	Acc	V	44	7286	TRUE	-2.5201384267720455	-3.6695204075891534	-1.8015236780790072	-2.7600041364864163	-3.4510739122710548	-1.8219766366180095	-0.29383043118284424	NA	0.1555929746945892	-1.8679967295101392	-1.6290972756530522
hardver	2.192226286470405	Ins	C	18	7060	TRUE	-2.5684018347851207	-2.6319617685230883	-2.362358860290981	-2.3842424314789215	-2.6616565314643865	-1.5406448640301422	0.0387951515658291	-0.18567474815799134	NA	-0.26960290823210187	-1.1210116674342459
szoftver	2.8823776554889804	Subl	C	2	7037	TRUE	-4.848207366947437	-5.037527390650401	-4.525476948772607	-5.244181013490532	-5.1157255540248725	-4.758345928427333	0.4733699064456612	0.20293628635125044	NA	-0.5120504418777898	-0.3573796255975452
kódex	2.156884917051594	Subl	C	4	6680	TRUE	-4.6845587063608845	-4.68142945939848	-4.389705789044701	-4.21900542622551	-4.528059751839257	-1.8907275261784378	0.4733699064456612	0.20293628635125044	NA	-0.29172367035378954	-2.6373322256608134
projekt	3.416526341311925	Ela	C	24	6655	TRUE	-5.432856007209687	-5.494075100668288	-5.278339174278509	-5.461796532717187	-5.208883494236493	-5.346205113610408	0.33031806042080036	0.18036767800177328	NA	-0.2157359263897689	0.13732161937392107
skanzen	1.4895721276614022	Ine	C	563	6571	TRUE	-0.4615603606022684	-0.47669930815304473	NA	0.24047152769577637	-0.040665655407854905	NA	0.6678142040557484	0.48128711825515536	NA	NA	NA
szoftver	2.8823776554889804	Dat	C	4	6458	TRUE	-4.848207366947437	-5.037527390650401	-4.525476948772607	-5.244181013490532	-5.1157255540248725	-4.758345928427333	-0.2774614553759155	-0.3906857246386013	NA	-0.5120504418777898	-0.3573796255975452
matek	1.7446768078145567	Ela	C	6346	104	TRUE	6.8304842457962485	6.212971512952543	9.730822710355138	6.812071678119024	6.135974662869725	9.943819679584	0.33031806042080036	0.18036767800177328	NA	-3.5178511974025923	-3.8078450167142677
modell	3.2458076642479075	Ill	C	4	6342	TRUE	-4.943735431628447	-5.0815781914209595	-4.823004150794277	-5.067962069713086	-4.94297836846933	-5.182356398677793	1.217385048670586	1.0318553022748764	NA	-0.25857404062668365	0.2393780302084707
kódex	2.156884917051594	Ine	C	4	6296	TRUE	-4.6845587063608845	-4.68142945939848	-4.389705789044701	-4.21900542622551	-4.528059751839257	-1.8907275261784378	0.6678142040557484	0.48128711825515536	NA	-0.29172367035378954	-2.6373322256608134
hotel	2.9641042281879626	Dat	C	210	6212	TRUE	-0.6133259011748744	-0.6057658584826261	-1.0234829659850166	-0.2668362718090401	-0.3093944322146263	-0.9627754179609971	-0.2774614553759155	-0.3906857246386013	NA	0.41771710750238356	0.6533809857463666
modell	3.2458076642479075	Poss.1Pl	V	34	6148	TRUE	-4.943735431628447	-5.0815781914209595	-4.823004150794277	-5.067962069713086	-4.94297836846933	-5.182356398677793	0.15310165641401538	NA	1.2295600722356197	-0.25857404062668365	0.2393780302084707
hotel	2.9641042281879626	Supe	V	13	6010	TRUE	-0.6133259011748744	-0.6057658584826261	-1.0234829659850166	-0.2668362718090401	-0.3093944322146263	-0.9627754179609971	-0.668605230393597	NA	0.3784998623009394	0.41771710750238356	0.6533809857463666
pollen	1.5346232211256754	Pl	V	1	5956	TRUE	-3.9585721424274696	-3.9520781175279307	-4.329927192954612	-4.401246377303276	-3.6698042910987394	-4.869365974064371	-1.3950395672621765	NA	-0.6092984900084293	0.3778490754266812	1.1995616829656228
koncert	3.0752510936798796	Poss.1Pl	V	10	5800	TRUE	-6.009157815699876	-5.877877815512749	-6.35133466720042	-5.9821708966967515	-5.6251713725767	-6.006673368135875	0.15310165641401538	NA	1.2295600722356197	0.47345685168767204	0.3815019955591765
makett	1.6926464808727033	Pl	V	22	5769	TRUE	-1.0411884671130949	-1.0139893007779466	-1.2377042741733317	-1.292344448504063	-0.8669586642070028	-1.205641646415892	-1.3950395672621765	NA	-0.6092984900084293	0.22371497339537427	0.33868298220889415
matek	1.7446768078145567	Acc	V	5639	8	TRUE	6.8304842457962485	6.212971512952543	9.730822710355138	6.812071678119024	6.135974662869725	9.943819679584	-0.29383043118284424	NA	0.1555929746945892	-3.5178511974025923	-3.8078450167142677
projekt	3.416526341311925	Poss.3Pl	C	10	5563	TRUE	-5.432856007209687	-5.494075100668288	-5.278339174278509	-5.461796532717187	-5.208883494236493	-5.346205113610408	1.2847635233137833	1.3034409700990126	2.62620257684233	-0.2157359263897689	0.13732161937392107
szoftver	2.8823776554889804	All	C	1	5431	TRUE	-4.848207366947437	-5.037527390650401	-4.525476948772607	-5.244181013490532	-5.1157255540248725	-4.758345928427333	-0.359133664992004	-0.5272796117155265	NA	-0.5120504418777898	-0.3573796255975452
fotel	1.918034842594317	Pl	V	754	5282	TRUE	1.4314877837785018	1.345735794516804	1.9904706343461613	1.868852526897838	1.7632267152327532	1.8069164582978572	-1.3950395672621765	NA	-0.6092984900084293	-0.6447348398293684	-0.04368974306511575
parkett	1.1773690982060443	Supe	V	47	4988	TRUE	-0.5655949854887071	-0.30994612260019166	-1.0774818163143118	-0.6176946694168769	-0.19433755901866664	-0.6900134144769373	-0.668605230393597	NA	0.3784998623009394	0.7675356937141231	0.4956758554582734
mágnes	1.8441518280462148	Ins	C	3	4948	TRUE	-3.855580201204639	-3.828167106280691	NA	-3.7797480753819483	-4.0439184699360045	NA	0.0387951515658291	-0.18567474815799134	NA	NA	NA
konzerv	1.762724386751122	Pl	V	1	4946	TRUE	-2.5201384267720455	-3.6695204075891534	-1.8015236780790072	-2.7600041364864163	-3.4510739122710548	-1.8219766366180095	-1.3950395672621765	NA	-0.6092984900084293	-1.8679967295101392	-1.6290972756530522
kábel	2.5255200123429824	Subl	C	93	4931	TRUE	-1.9182344874011954	-1.665743510161935	-2.64570839835132	-2.279435937498378	-1.795492792098046	-2.7048180941551365	0.4733699064456612	0.20293628635125044	NA	0.9799648881893859	0.9093253020570984
rocker	1.3774960070047173	Pl	V	1	4881	TRUE	-2.5731349269816755	-1.9154659573448336	-4.142360593632641	-3.537133343091516	-2.241880303780773	-4.681421378830132	-1.3950395672621765	NA	-0.6092984900084293	2.2268946362878097	2.4395410750493625
panel	2.4164305848960708	Ins	C	689	4872	TRUE	1.2962506675275407	1.3510573303496098	1.0490957184757776	1.060211173155013	1.4982037187111807	0.9850695221411259	0.0387951515658291	-0.18567474815799134	NA	0.3019616118738213	0.51313419657005
panel	2.4164305848960708	Ine	C	4832	4651	TRUE	1.2962506675275407	1.3510573303496098	1.0490957184757776	1.060211173155013	1.4982037187111807	0.9850695221411259	0.6678142040557484	0.48128711825515536	NA	0.3019616118738213	0.51313419657005
ágens	1.3130456667326265	Pl	V	1	4776	TRUE	-2.843169907285617	-1.9977715357197305	-3.636797066124861	-3.9496943369949227	-2.47530953146927	-4.1439442613841955	-1.3950395672621765	NA	-0.6092984900084293	1.639025530405121	1.6686347299149276
haver	2.2866022611361054	Pl.Poss.3Sg	C	4757	4	TRUE	7.858040315490662	6.51741962550768	8.80008836561386	7.329312325716447	6.429911701261939	8.824082393405913	-0.3660503852105195	-0.17826185132906647	-0.9979505042302497	-2.2826687401061747	-2.394170692143973
balett	2.009241501756081	Acc	V	604	4587	TRUE	0.9812276996892723	0.9396377843711519	1.2998800241934645	1.0119635103266111	0.9490038959985841	1.4466269176441322	-0.29383043118284424	NA	0.1555929746945892	-0.3602422398223126	-0.49762302164555194
bróker	1.509573270037965	Pl	V	7	4556	TRUE	-2.286505028326589	-2.2134181421107044	-2.394397333273504	-2.9543981347909236	-2.5127452563226202	-2.9587112259630115	-1.3950395672621765	NA	-0.6092984900084293	0.18097919116280536	0.4459659696403975
fotel	1.918034842594317	Ela	C	2056	4503	TRUE	1.4314877837785018	1.345735794516804	1.9904706343461613	1.868852526897838	1.7632267152327532	1.8069164582978572	0.33031806042080036	0.18036767800177328	NA	-0.6447348398293684	-0.04368974306511575
duett	1.4809516014593376	Acc	V	6	4361	TRUE	-3.622917893866349	-3.719849551555341	-3.2536937547457865	-3.4023912322622505	-3.315768946759208	-3.0621539849526522	-0.29383043118284424	NA	0.1555929746945892	-0.4661557968095593	-0.25361496180654797
makett	1.6926464808727033	Acc	V	68	4245	TRUE	-1.0411884671130949	-1.0139893007779466	-1.2377042741733317	-1.292344448504063	-0.8669586642070028	-1.205641646415892	-0.29383043118284424	NA	0.1555929746945892	0.22371497339537427	0.33868298220889415
modem	1.8046211752050836	Ins	C	4	4136	TRUE	-2.705455674473216	-2.721219483326244	-2.4834319679243997	-2.765776541416366	-2.795085734628752	-2.0955737370732432	0.0387951515658291	-0.18567474815799134	NA	-0.23778751540183407	-0.6995119975555184
hotel	2.9641042281879626	All	C	172	4036	TRUE	-0.6133259011748744	-0.6057658584826261	-1.0234829659850166	-0.2668362718090401	-0.3093944322146263	-0.9627754179609971	-0.359133664992004	-0.5272796117155265	NA	0.41771710750238356	0.6533809857463666
